Year,Month,MktRF_CV,SMB_CV,HML_CV,RMW_CV,CMA_CV,MktRF,SMB,HML,RMW,CMA,MP_MktRF,MP_SMB,MP_HML,MP_RMW,MP_CMA
1963,8,1.8259318181818183,0.6899090909090909,0.8014,0.3620772727272727,0.6202363636363636,5.07,-0.79,1.67,0.4,-0.4,1.0950524709584504,-0.9285801401852055,1.1680605711863268,0.26970640523897854,-0.16274251335087087
1963,9,2.930455,1.057695,0.664055,0.62498,0.664975,-1.57,-0.48,0.18,-0.76,0.24,-0.8725230883542925,-0.36870794881264324,0.1211008129528267,-0.7856177139103867,0.1413237895486331
1963,10,3.9050608695652174,1.7821913043478261,2.5164608695652175,1.3897652173913042,1.8506608695652174,2.53,-1.29,-0.1,2.75,-2.24,0.876087122029745,-0.6463420178064277,-0.08119323407816398,1.6468934963013466,-1.2302799820037036
1963,11,30.54597777777778,3.3897777777777773,1.3512944444444444,1.1355111111111111,1.7223611111111112,-0.85,-0.84,1.71,-0.45,2.22,-0.22087824860792024,-0.24978025031459866,0.3663783651096671,-0.1211909014943873,0.4381142604729723
1963,12,2.0976666666666666,1.6537238095238094,0.8373999999999999,1.2887142857142857,2.3281238095238095,1.83,-1.89,-0.12,0.07,-0.3,0.06079374399774994,-0.29547701749367866,-0.04788011075819251,0.02307308107809243,-0.06361481976651837
1964,1,1.3794954545454545,1.5080772727272727,2.5177318181818182,2.5343863636363637,2.737636363636364,2.24,0.08,1.59,0.22,1.5,1.0836109210937799,0.025636582956127942,1.0237361972615542,0.063894721039609,0.23531328361485304
1964,2,0.5449789473684211,0.29326315789473684,1.266063157894737,0.5482105263157895,0.929042105263158,1.54,0.32,2.83,0.06,0.85,1.1328235766639838,0.11245001405719907,0.6060393988190241,0.008860890456051573,0.11339774600799302
1964,3,0.8780285714285714,0.7962952380952381,1.4002666666666665,0.5788666666666668,0.5357142857142857,1.41,1.41,3.32,-2.01,2.93,2.6254346882379993,2.5479725013260914,1.4138606390128945,-1.372295463014603,1.1518435125596824
1964,4,2.3999318181818183,0.7753818181818182,2.8325272727272726,1.0650954545454545,0.8107818181818182,0.1,-1.52,-0.55,-1.35,-1.08,0.11557214766920952,-1.011585510526309,-0.2117755559465556,-0.8728792445299767,-0.7362948879296215
1964,5,1.8075750000000002,0.79848,0.9787,0.393575,1.3879800000000002,1.42,-0.68,1.98,-0.26,0.24,0.6004146395474015,-0.46475752513097707,0.3768903186857812,-0.0913658201536484,0.10811065487570966
1964,6,3.633636363636364,0.4285318181818182,1.0487272727272727,1.1404954545454544,0.79915,1.27,0.09,0.68,-0.42,0.14,0.7129666685916681,0.059732624590539136,0.3746133205060501,-0.39941164858146205,0.03683885174106042
1964,7,1.619581818181818,0.40003636363636363,0.7884590909090909,0.9374772727272728,0.7851863636363636,1.74,0.53,0.68,0.14,1.84,0.48592541837971476,0.6554294130044751,0.34959904859327184,0.045944488121056865,0.8409124388304087
1964,8,3.6010571428571425,0.7105238095238096,0.8012666666666667,0.47002857142857146,0.8150285714285715,-1.44,0.3,0.09,0.06,0.36,-0.9022386585787905,0.39742475450231085,0.06154421492464292,0.02395462865586266,0.16745225856765403
1964,9,1.0564666666666667,0.3336952380952381,1.109457142857143,0.7241809523809524,0.8108285714285715,2.69,-0.31,1.65,-0.48,0.58,0.7580259949348576,-0.23121509773747628,1.1102755080542772,-0.382222210419911,0.2599060670523652
1964,10,1.7343863636363634,0.7364590909090909,0.9261863636363636,0.9228772727272727,0.8911863636363636,0.59,0.88,1.14,-0.29,0.48,0.5667063054692447,1.3975449772228759,0.5540107761647728,-0.14988212457170066,0.2162088421983454
1964,11,1.9805789473684208,0.5998421052631578,1.3137789473684212,0.6897684210526316,1.091778947368421,0,-0.27,-1.98,0.6,-0.16,0,-0.19428902435372844,-1.1526320710585278,0.24333592997829884,-0.06557113596105323
1964,12,3.3223863636363635,0.33690909090909094,0.7589090909090909,0.5482590909090909,0.9733499999999999,0.03,-0.58,-2.55,1.13,-1.63,0.01537060381002602,-0.5124177639683462,-1.0465061231771375,0.6131603680155154,-0.5452731917636945
1965,1,0.84802,0.781295,0.5914,0.46409500000000004,0.9371000000000002,3.54,2.49,0.18,0.84,0.11,1.081222210765617,3.916694949975537,0.12788118190037717,0.5734458112852876,0.04127479352127978
1965,2,3.369073684210526,0.43417894736842105,0.9017157894736842,0.7412526315789474,0.7306631578947368,0.44,3.31,0.22,0.4,-0.69,0.5265121694602519,2.245153710398302,0.20056966642324212,0.3225908480159264,-0.2689208097420183
1965,3,1.1784434782608695,0.5708434782608696,0.7927652173913043,0.7790869565217391,1.114095652173913,-1.34,2.03,1.09,-0.3,0.73,-0.40360461267224246,2.477766673432655,0.6517495126163595,-0.15147952927773803,0.364894156059001
1965,4,0.9315142857142857,0.37152380952380953,1.0663809523809524,0.4967142857142857,0.8269238095238096,3.11,1.18,0.71,0.26,-2.3,2.678017827882319,1.0954639605212366,0.4828782599162034,0.12490687840665066,-0.753991784928914
1965,5,2.90752,0.796455,0.57858,0.50598,0.8176800000000001,-0.77,0.05,-1.63,-0.38,0.7,-0.838808915105146,0.07132084563389213,-0.8241364390904635,-0.2863359555381584,0.3091674761971212
1965,6,17.731586363636367,6.615909090909091,0.806859090909091,0.6793272727272727,1.281459090909091,-5.51,-4.3,0.55,0.12,0.41,-1.9230506373447227,-2.8611481315067793,0.51253457051188,0.08876603795206413,0.18313094600593302
1965,7,4.814457142857143,0.69549523809523806,1.3325238095238094,0.3128952380952381,0.9571809523809524,1.43,1.08,2.18,-1.41,-0.02,0.08183710879356873,0.08651020821660031,1.4567421571610328,-0.7768532779589252,-0.005700152918574731
1965,8,0.7419863636363636,0.6413818181818183,0.8200590909090909,0.4358954545454546,1.0259318181818182,2.73,2.72,-0.96,2.06,-0.75,0.5754096672617808,2.072563635872902,-0.38843660251024825,2.4641503740512936,-0.2861728792859074
1965,9,2.2841238095238094,0.43938095238095237,1.2063238095238096,0.7330571428571429,0.9484285714285715,2.86,0.62,-0.1,-0.82,0.82,3.9113973879838912,0.5122809141349267,-0.06574742436670605,-0.7040936903561953,0.2919151336889204
1965,10,1.5113809523809525,1.3368666666666666,1.0185809523809524,1.2178952380952381,0.4828952380952381,2.6,3.42,1.52,1.22,-0.76,1.1550892423551105,4.124943562834816,0.6793656429373555,0.6229037439436531,-0.2926646179700508
1965,11,1.1958950000000002,1.227495,0.8426950000000001,0.634655,0.675095,-0.03,5.19,0.21,-1.06,-0.9,-0.02014230380932121,2.0573699577041564,0.11115976904188299,-0.3257578374202877,-0.6806923097132573
1965,12,2.951331818181818,2.487186363636364,2.2698590909090908,1.1057272727272727,0.893659090909091,1.01,2.64,1.95,-1.28,-0.45,0.8570184187748688,1.1397702734182829,1.2476365406079495,-0.7548683280709116,-0.2434494959735896
1966,1,1.2687142857142857,0.9698952380952381,1.2507142857142857,0.7855809523809523,0.5575142857142857,0.72,4.72,3.49,-2.83,-0.07,0.24755761417487301,1.0056961821213932,0.8289921551442758,-0.9579378960490393,-0.028607994905273385
1966,2,2.974842105263158,2.7712421052631577,1.1849789473684211,1.1646105263157895,1.3492,-1.21,4.86,0.27,-0.15,-1.44,-0.9677949962227671,2.6554894047556874,0.11639371910384363,-0.07146596373495909,-0.9433389124296895
1966,3,9.79444347826087,4.9684608695652175,2.4653652173913048,1.8861217391304348,1.4379826086956522,-2.51,0.22,-2.07,1.3,-0.01,-0.856192923025532,0.042070855433154815,-0.9418540343970745,0.4177934062399219,-0.0027069792384670833
1966,4,3.037295,1.982695,2.243455,1.0362550000000001,1.4803,2.14,3.36,-0.54,0.41,-0.91,0.2217153905598983,0.35838558603558535,-0.11809632603207704,0.08136040024168764,-0.23112611331133526
1966,5,19.21218095238095,9.26389523809524,1.3129238095238096,1.1059238095238095,2.168257142857143,-5.66,-5.18,-1.55,1.66,-1.52,-1.8909989515884762,-1.3845446924526583,-0.3725102497551836,0.599570683259717,-0.3750205843802255
1966,6,5.222145454545455,2.1565863636363636,1.2709318181818183,0.6034363636363637,1.2905454545454544,-1.44,1.34,0.5,0.06,0.8,-0.07605848241367259,0.07665567178177023,0.20533092881958817,0.020306028089911766,0.13475362553085965
1966,7,9.54398,1.1901,0.751855,1.21622,2.337055,-1.63,-0.5,0.96,-0.45,1.77,-0.31673822036374066,-0.12286729024700012,0.40726104573879995,-0.2791129433205502,0.5009117489776675
1966,8,29.07418260869565,2.8524869565217386,4.029086956521739,2.5981913043478264,7.861121739130435,-7.91,-3.03,0.47,0.05,0.77,-0.8410247857026942,-1.3492496189083334,0.3370448202939973,0.015387100977819737,0.12033253043576798
1966,9,14.923466666666666,1.6162952380952382,3.2331809523809523,1.6435809523809526,3.2439142857142858,-1.06,-1.18,0.53,-1.65,2.5,-0.0369964610959184,-0.21922570271658487,0.07092398359212893,-0.2376904646542433,0.11614933942441992
1966,10,23.27672380952381,5.706514285714286,6.3879238095238104,4.051466666666667,6.966095238095238,3.86,-6.53,2.87,-3.64,4.28,0.26246984626870995,-2.1410441289961404,0.4786033969305726,-0.8289135223165939,0.4818763988860551
1966,11,7.372120000000001,0.831495,0.9053200000000001,2.065175,1.70118,1.4,3.37,-4.46,4.17,-6.53,0.061033463284369933,0.31296237062939947,-0.3764428239896041,0.38523232802945667,-0.3423615871161416
1966,12,5.3281809523809525,1.429457142857143,2.3387238095238096,1.7090285714285713,2.32092380952381,0.13,1.91,-1.22,0.68,-0.13,0.017894220662361203,1.217325882478515,-0.7265769355371108,0.12323980260119231,-0.027909646863363814
1967,1,4.36112380952381,2.011695238095238,1.8872952380952381,1.1991238095238097,1.6531238095238097,8.15,9,2.22,0.62,-2.97,1.5521742528415767,3.336602732119844,0.5117972276007752,0.13578172025611646,-0.467365685571071
1967,2,4.023810526315789,0.9298526315789474,0.8210526315789474,1.710578947368421,1.055094736842105,0.78,3.03,-2.17,1.94,-0.94,0.18149222235973683,0.7982033963470505,-0.6199316099007083,0.6055313657699886,-0.20767476612754907
1967,3,3.6199818181818184,0.8128363636363637,1.6248363636363636,1.035181818181818,0.9803090909090909,3.99,1.9,0.31,0.9,-1.51,1.0062298702550458,1.0828607372848105,0.2035703803195614,0.19692385413757796,-0.5226930771355356
1967,4,7.179855,1.14558,1.700855,1.984175,3.5742199999999995,3.89,0.46,-2.64,2.43,-3.75,1.0904482106192812,0.299907853258886,-0.8760284054001025,0.8785946986857822,-1.3971064416349785
1967,5,7.558581818181818,3.14175,1.2813863636363638,1.987259090909091,2.274931818181818,-4.33,2.37,0.8,-1.75,1.61,-0.6119755268116667,1.0963672493587648,0.25359844575005014,-0.33010873450856765,0.16451513296744635
1967,6,10.662581818181819,4.024877272727273,0.6106,1.1476363636363636,2.2709272727272727,2.41,6.46,0.96,-0.64,-2.39,0.32354787826032055,1.0896675677799064,0.4039382937294378,-0.1205381223171771,-0.3836990936979572
1967,7,1.2326949999999999,1.6804950000000003,1.339655,2.209695,2.67242,4.58,3.48,2.65,0.51,2.72,0.4358779838311434,0.4582049033829115,2.3399844185686898,0.16632778949061852,0.437448503795448
1967,8,2.848530434782609,1.2332434782608697,0.7765652173913044,0.6276,1.7369304347826087,-0.89,0.76,1.46,0.42,1.41,-0.7326494101646057,0.23966769462516702,0.5876026936892839,0.07114033366163607,0.19269731209320023
1967,9,2.757775,1.7259200000000001,1.07042,1.7670949999999999,1.846295,3.11,2.46,-2.47,0.22,-0.95,1.1079020274449363,1.0571081238896285,-1.7149162293816629,0.13120146556002746,-0.19975719807955658
1967,10,3.7661863636363635,0.8254772727272728,1.398981818181818,1.4997272727272728,1.1034000000000002,-3.09,0.47,-3.39,0.81,-2.55,-1.137002661345205,0.14431461905685877,-1.7075340582115235,0.17156316961462262,-0.5044293458399909
1967,11,10.430579999999999,4.666975,1.56582,1.529855,3.775775,0.37,-0.06,-1.71,1.29,-2.29,0.09969233072755213,-0.03851937754383345,-0.6590341684726108,0.3219410538984679,-0.7579904957183355
1967,12,2.343855,1.30602,1.469255,0.61138,3.45368,3.05,5.75,-0.39,-0.64,0.03,0.2967243677058516,0.6529283124211644,-0.13429092419149277,-0.1565772438407053,0.0029018596620877476
1968,1,4.632945454545454,3.7801863636363633,2.9701863636363632,3.7379863636363635,5.042586363636364,-4.06,4.48,4.75,-4.58,6.45,-1.7577500729465232,1.817863698293548,1.7430920569603785,-2.8038397650134828,0.6820855929351196
1968,2,8.765252631578948,3.279178947368421,1.7494526315789474,0.9550105263157895,2.620442105263158,-3.75,-2.91,1.17,-0.14,2.49,-0.8213644703233711,-0.40795560897565414,0.21238608205724055,-0.014018103536500882,0.18034630944636962
1968,3,16.067666666666668,5.565657142857143,2.290295238095238,2.0379809523809524,4.904180952380952,0.2,-1.52,-0.59,1.17,-1.15,0.023154072559035503,-0.2456470774809895,-0.18183342337309708,0.45853938442800557,-0.16028191725300345
1968,4,11.670695,2.0826,1.801055,1.24638,0.73828,9.05,6.25,-1.03,2.79,-3.66,0.5715544334295153,0.5951092473951931,-0.24247649527330997,0.5123928052710345,-0.2725686207717498
1968,5,3.4318590909090907,1.4967454545454544,1.3480590909090908,1.050381818181818,1.7435863636363638,2.28,7.03,0.84,0.39,-1.82,0.19824395787057722,1.788885697172698,0.25146422161927956,0.11711514916775187,-0.9003503585553468
1968,6,5.6168000000000005,1.6388117647058822,0.7876117647058823,1.4916117647058824,2.6556470588235292,0.69,-0.26,0.67,-1.33,2.68,0.2040241020057517,-0.09205736311210828,0.2679722142076744,-0.47391819820792197,0.5613743790054092
1968,7,8.554505882352942,2.016776470588235,4.434047058823529,0.7569764705882353,3.2490235294117644,-2.72,-1.33,5.48,-3,3.61,-0.4914074949875444,-0.43008638912532837,3.75139033703976,-0.7527736262498835,0.49647582192151424
1968,8,2.9726444444444446,0.7820444444444444,0.9444444444444444,0.6112500000000001,0.885,1.34,2.29,1,-0.6,0.4,0.15895408783166615,0.6017427233951548,0.12159720530814741,-0.29666602350323734,0.044964357512067996
1968,9,1.5729529411764704,0.8362235294117647,1.5376117647058822,0.8545058823529412,0.6743058823529412,4.03,2.77,0.23,-2.03,0.92,1.3757005519292347,1.8770743045302731,0.13130320026524073,-1.2430142462503115,0.3796695906730628
1968,10,2.2212,1.2956277777777778,0.5221111111111111,0.4712444444444445,0.3831611111111112,0.42,-0.43,2.89,-1.3,2.81,0.27095389140118076,-0.2725079664622951,1.013386328771982,-0.56941281362809,1.521985899927993
1968,11,1.3405529411764705,0.7736117647058824,0.8076,0.9103529411764706,1.1433058823529412,5.43,2.41,-0.9,0.46,-2.52,2.4806985732579623,0.9857571204020308,-0.929401706217874,0.36535119210671424,-2.402040768811564
1968,12,2.499977777777778,1.23325,0.8340000000000001,0.7092,1.0703999999999998,-3.94,3.6,0.02,-1.78,1.65,-2.9824562664861176,2.4661106906090993,0.013352345977160769,-0.731828204348205,0.5270875567165447
1969,1,6.969331818181818,3.3743818181818184,1.3213272727272727,0.9505272727272727,1.2602772727272726,-1.25,-0.46,1.69,-1.54,1.41,-0.5073827486435164,-0.19766957945991576,1.0925581110822549,-0.8127386893659232,0.4810987955755888
1969,2,5.40305,1.1228,1.3064,0.5908,0.46945000000000003,-5.84,-4.12,0.91,2.17,0.8,-0.8503222376485773,-0.647047441741366,0.3713255942979577,0.854464633669719,0.23183827670786836
1969,3,5.437855,1.6223750000000001,1.69772,0.69892,0.8438950000000001,2.64,-0.41,-0.46,-1.34,-0.42,0.4958231183635348,-0.19351497737849832,-0.1898477924499126,-0.8489131325208821,-0.3267542194454598
1969,4,5.631095238095238,0.6775142857142857,1.5731238095238094,0.7119809523809524,0.4666571428571429,1.46,-0.82,0.03,0.38,0.06,0.27245015849778037,-0.2678525206571574,0.00952750271937219,0.2034956212863472,0.025967138484336
1969,5,4.003180952380952,0.6224571428571428,0.7962571428571429,0.5430952380952381,0.6254285714285714,-0.1,-0.18,0.73,-0.97,1.49,-0.018020588078217773,-0.14079498274422292,0.25019800788998336,-0.5099202975023926,1.166137088485581
